"ACCOUNT_NUM","APPRAISAL_YR","SECTION_NUM","SPTD_CD","SPTD_DESC","ZONING","FRONT_DIM","DEPTH_DIM","AREA_SIZE","AREA_UOM_DESC","PRICING_METH_DESC","COST_PER_UOM","MARKET_ADJ_PCT","VAL_AMT","AG_USE_IND","ACCT_AG_VAL_AMT"
"00000401818000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","59","140",".000","SQUARE FEET","FLAT PRICE","280000.00",".00","280000.00","N","0"
"00000401824000000","2019","1","C11","SFR - VACANT LOTS/TRACTS","SINGLE FAMILY DISTRICT 7,500 S","80","140","11200.000","SQUARE FEET","FLAT PRICE","280000.00",".00","280000.00","N","0"
"00000401851000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","67","153",".000","SQUARE FEET","FLAT PRICE","280000.00",".00","280000.00","N","0"
"00000401890000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","65","140",".000","SQUARE FEET","FLAT PRICE","280000.00",".00","280000.00","N","0"
"00000402061000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","160","11200.000","SQUARE FEET","STANDARD","65.00",".00","728000.00","N","0"
"00000402089200000","2019","1","A13","SFR - CONDOMINIUMS","MULTIFAMILY DISTRICT 1","0","0","133816.000","SQUARE FEET","STANDARD","60.00",".00","130550.89","N","0"
"00000402089900000","2019","1","A13","SFR - CONDOMINIUMS","MULTIFAMILY DISTRICT 1","0","0","133816.000","SQUARE FEET","STANDARD","60.00",".00","130550.89","N","0"
"00000402095200000","2019","1","A13","SFR - CONDOMINIUMS","MULTIFAMILY DISTRICT 1","0","0","103564.000","SQUARE FEET","STANDARD","60.00",".00","86061.68","N","0"
"00000402103650000","2019","1","C11","SFR - VACANT LOTS/TRACTS","PLANNED DEVELOPMENT DISTRICT","0","0","1703.000","SQUARE FEET","FLAT PRICE","100.00",".00","100.00","N","0"
"00000402117260000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","38","110",".000","SQUARE FEET","FLAT PRICE","330000.00",".00","330000.00","N","0"
"00000402117320000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","48","98",".000","SQUARE FEET","FLAT PRICE","330000.00",".00","330000.00","N","0"
"00000402117360000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","40","105",".000","SQUARE FEET","FLAT PRICE","330000.00",".00","330000.00","N","0"
"00000402117400000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","55","86",".000","SQUARE FEET","FLAT PRICE","330000.00",".00","330000.00","N","0"
"00000402117600000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","55","128",".000","SQUARE FEET","FLAT PRICE","330000.00",".00","330000.00","N","0"
"00000402117800000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","44","0",".000","UNASSIGNED","FLAT PRICE","100.00",".00","100.00","N","0"
"00000402208000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","100","157","15863.000","SQUARE FEET","STANDARD","80.00",".00","1269040.00","N","0"
"00000402256000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","65","160","10400.000","SQUARE FEET","STANDARD","53.00",".00","551200.00","N","0"
"00000402271000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","168","11725.000","SQUARE FEET","STANDARD","53.00",".00","621425.00","N","0"
"00000402316000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","140","8400.000","SQUARE FEET","STANDARD","80.00",".00","672000.00","N","0"
"00000402328000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","140","8400.000","SQUARE FEET","STANDARD","80.00",".00","672000.00","N","0"
"00000402355000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","65","140","9100.000","SQUARE FEET","STANDARD","53.00","-.10","434070.00","N","0"
"00000402376000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","146","8760.000","SQUARE FEET","STANDARD","53.00",".00","464280.00","N","0"
"00000402472000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","150","8970.000","SQUARE FEET","STANDARD","80.00",".00","717600.00","N","0"
"00000402517000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","65","150","9769.000","SQUARE FEET","STANDARD","80.00",".00","781520.00","N","0"
"00000402535000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","150","9018.000","SQUARE FEET","STANDARD","80.00",".00","721440.00","N","0"
"00000402601000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","150","8952.000","SQUARE FEET","STANDARD","80.00",".00","716160.00","N","0"
"00000402625000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","125","7500.000","SQUARE FEET","STANDARD","80.00",".00","600000.00","N","0"
"00000402634000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","125","7500.000","SQUARE FEET","STANDARD","80.00",".00","600000.00","N","0"
"00000402748000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","131","8053.000","SQUARE FEET","STANDARD","53.00",".00","426809.00","N","0"
"00000402757000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","65","130","8411.000","SQUARE FEET","STANDARD","53.00",".00","445783.00","N","0"
"00000402784000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","59","140","8260.000","SQUARE FEET","STANDARD","80.00",".00","660800.00","N","0"
"00000402853000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","59","150","8850.000","SQUARE FEET","STANDARD","80.00",".00","708000.00","N","0"
"00000402859000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","59","150","8850.000","SQUARE FEET","STANDARD","80.00",".00","708000.00","N","0"
"00000402913000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","59","150","8850.000","SQUARE FEET","STANDARD","80.00",".00","708000.00","N","0"
"00000403003000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","59","160","8614.000","SQUARE FEET","STANDARD","80.00",".00","689120.00","N","0"
"00000403051000200","2019","1","C12","COMMERCIAL - VACANT PLOTTED LOTS/TRACTS","PLANNED DEVELOPMENT DISTRICT","0","0","1132.000","SQUARE FEET","STANDARD","40.00",".00","45280.00","N","0"
"00000403065160000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","114","8112.000","SQUARE FEET","FLAT PRICE","220000.00","-.05","209000.00","N","0"
"00000403065200000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","113","7992.000","SQUARE FEET","FLAT PRICE","220000.00","-.05","209000.00","N","0"
"00000403065380000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","72","111","7852.000","SQUARE FEET","FLAT PRICE","220000.00",".00","220000.00","N","0"
"00000403065440000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","72","111","7929.000","SQUARE FEET","FLAT PRICE","220000.00",".00","220000.00","N","0"
"00000403065520000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","72","111","8548.000","SQUARE FEET","FLAT PRICE","220000.00",".00","220000.00","N","0"
"00000403067140000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","111","7705.000","SQUARE FEET","FLAT PRICE","220000.00",".00","220000.00","N","0"
"00000403067760000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","71","111","8190.000","SQUARE FEET","FLAT PRICE","220000.00","-.10","198000.00","N","0"
"00000403068180000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","111","7706.000","SQUARE FEET","FLAT PRICE","220000.00",".00","220000.00","N","0"
"00000403068280000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","111","7840.000","SQUARE FEET","FLAT PRICE","220000.00",".00","220000.00","N","0"
"00000403081000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","155","155","21991.000","SQUARE FEET","STANDARD","30.00","-.35","428824.50","N","0"
"00000403090000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","142","130","19086.000","SQUARE FEET","STANDARD","30.00",".00","572580.00","N","0"
"00000403105000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","159","160","22164.000","SQUARE FEET","STANDARD","30.00",".00","664920.00","N","0"
"00000403165000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","128","134","17555.000","SQUARE FEET","STANDARD","30.00",".00","526650.00","N","0"
"00000403306000001","2019","1","B12","MFR - DUPLEXES","","75","127","10881.000","SQUARE FEET","STANDARD","20.00","-.50","108810.00","N","0"
"00000403375000000","2019","1","B12","MFR - DUPLEXES","DUPLEX DISTRICT","38","92","6160.000","SQUARE FEET","STANDARD","20.00",".00","123200.00","N","0"
"00000403381050000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","18300.000","SQUARE FEET","STANDARD","33.00","-.15","513315.00","N","0"
"00000403381860000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","37100.000","SQUARE FEET","STANDARD","33.00",".00","1224300.00","N","0"
"00000403381920000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","21700.000","SQUARE FEET","STANDARD","33.00","-.10","644490.00","N","0"
"00000403383570000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","100","140",".000","SQUARE FEET","FLAT PRICE","420000.00",".00","420000.00","N","0"
"00000403383670000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","98","137",".000","SQUARE FEET","FLAT PRICE","420000.00",".00","420000.00","N","0"
"00000403390000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","93","140",".000","SQUARE FEET","FLAT PRICE","420000.00",".00","420000.00","N","0"
"00000403432000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","95","135",".000","SQUARE FEET","FLAT PRICE","420000.00",".00","420000.00","N","0"
"00000403504000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","84","144",".000","SQUARE FEET","FLAT PRICE","420000.00",".00","420000.00","N","0"
"00000403519000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","80","155",".000","SQUARE FEET","FLAT PRICE","420000.00",".00","420000.00","N","0"
"00000403525000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","80","155",".000","SQUARE FEET","FLAT PRICE","420000.00",".00","420000.00","N","0"
"00000607399000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 10,000","60","125","7395.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000607402000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 10,000","60","125","7628.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000607423000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 10,000","77","125","9088.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000607465000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 10,000","65","125","7849.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000607486000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 10,000","63","125","7980.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000607522000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 10,000","60","125","7481.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000607525000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 10,000","61","125","7507.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000607528000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 10,000","60","125","7629.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000607597000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","125","8752.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000607654000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","125","8758.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000607693000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 10,000","60","125","7272.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000607699000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 10,000","64","125","7881.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000607801000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 10,000","65","125","7802.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000607855000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 10,000","90","126",".000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000607927000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 10,000","81","125",".000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000608053000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 10,000","80","125",".000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000608269000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","62","125","7814.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000608272000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","62","125","7736.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000608344000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","69","125","8299.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000608572000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","64","125","7977.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000608602000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","125","7635.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000608707000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","64","125","8436.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000608752000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","125","7643.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000608755000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","62","125","7477.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000608758000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","64","125","8410.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000608770000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","68","125","9221.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000608776000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","61","125","7864.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000608791000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","67","125","8012.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000608869000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","62","125","7549.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000608878000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","65","125","7961.000","SQUARE FEET","FLAT PRICE","50000.00",".00","50000.00","N","0"
"00000609004000000","2019","1","F10","COMMERCIAL IMPROVEMENTS","INDUSTRIAL/RESEARCH DISTRICT","0","0","45390.000","SQUARE FEET","STANDARD","3.50",".00","158865.00","N","0"
"00000181933000000","2019","1","B11","MFR - APARTMENTS","PLANNED DEVELOPMENT DISTRICT","0","0","11025.000","SQUARE FEET","STANDARD","16.00",".00","176400.00","N","0"
"00000181936000000","2019","1","B11","MFR - APARTMENTS","PLANNED DEVELOPMENT DISTRICT","176","0","15300.000","SQUARE FEET","STANDARD","16.00",".00","244800.00","N","0"
"00000182077000000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","0","0","12600.000","SQUARE FEET","STANDARD","16.00",".00","201600.00","N","0"
"00000182083000000","2019","1","B11","MFR - APARTMENTS","PLANNED DEVELOPMENT DISTRICT","0","0","14875.000","SQUARE FEET","STANDARD","16.00",".00","238000.00","N","0"
"00000182125000000","2019","1","C11","SFR - VACANT LOTS/TRACTS","SINGLE FAMILY DISTRICT 7,500 S","79","142","11207.000","SQUARE FEET","STANDARD","37.00",".00","414659.00","N","0"
"00000182176000000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","60","142","8520.000","SQUARE FEET","STANDARD","37.00",".00","315240.00","N","0"
"00000182287000000","2019","1","C11","SFR - VACANT LOTS/TRACTS","MULTIFAMILY DISTRICT 2","50","130","6500.000","SQUARE FEET","STANDARD","42.00",".00","273000.00","N","0"
"00000182326000000","2019","1","A11","SINGLE FAMILY RESIDENCES","MULTIFAMILY DISTRICT 2","0","0","3820.000","SQUARE FEET","STANDARD","42.00",".00","160440.00","N","0"
"00000182362000000","2019","1","A11","SINGLE FAMILY RESIDENCES","MULTIFAMILY DISTRICT 2","43","150","6450.000","SQUARE FEET","STANDARD","42.00",".00","270900.00","N","0"
"00000182371000000","2019","1","A11","SINGLE FAMILY RESIDENCES","MULTIFAMILY DISTRICT 2","60","140","8400.000","SQUARE FEET","STANDARD","42.00",".00","352800.00","N","0"
"00000182380000000","2019","1","B12","MFR - DUPLEXES","MULTIFAMILY DISTRICT 2","50","115","5750.000","SQUARE FEET","STANDARD","42.00",".00","241500.00","N","0"
"00000182410000000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","110","191","21010.000","SQUARE FEET","STANDARD","15.00",".00","315150.00","N","0"
"00000182425000000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","56","138","7728.000","SQUARE FEET","STANDARD","37.00",".00","285936.00","N","0"
"00000182428000000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","56","138","7728.000","SQUARE FEET","STANDARD","37.00",".00","285936.00","N","0"
"00000182467000000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","64","133","8512.000","SQUARE FEET","STANDARD","37.00",".00","314944.00","N","0"
"00000182554000000","2019","1","B12","MFR - DUPLEXES","MULTIFAMILY DISTRICT 2","50","130","6500.000","SQUARE FEET","STANDARD","42.00",".00","273000.00","N","0"
"00000182635000000","2019","1","A11","SINGLE FAMILY RESIDENCES","MULTIFAMILY DISTRICT 2","51","121","6171.000","SQUARE FEET","STANDARD","42.00",".00","259182.00","N","0"
"00000182653000000","2019","1","B12","MFR - DUPLEXES","MULTIFAMILY DISTRICT 2","0","0","6160.000","SQUARE FEET","STANDARD","42.00",".00","258720.00","N","0"
"00000182680000000","2019","1","B12","MFR - DUPLEXES","MULTIFAMILY DISTRICT 2","50","130","6500.000","SQUARE FEET","STANDARD","42.00",".00","273000.00","N","0"
"00000182833000000","2019","1","B11","MFR - APARTMENTS","MULTIFAMILY DISTRICT 2","50","130","6500.000","SQUARE FEET","STANDARD","42.00",".00","273000.00","N","0"
"00000182854000000","2019","1","C11","SFR - VACANT LOTS/TRACTS","MULTIFAMILY DISTRICT 2","101","48","4356.000","SQUARE FEET","STANDARD","42.00",".00","182952.00","N","0"
"00000182872000000","2019","1","C12","COMMERCIAL - VACANT PLOTTED LOTS/TRACTS","MULTIFAMILY DISTRICT 2","100","150","15000.000","SQUARE FEET","STANDARD","37.00",".00","555000.00","N","0"
"00000182992000000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","50","141","7050.000","SQUARE FEET","STANDARD","37.00",".00","260850.00","N","0"
"00000183034000000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","70","244","17066.000","SQUARE FEET","STANDARD","16.00",".00","273056.00","N","0"
"00000183175000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","143","8559.000","SQUARE FEET","STANDARD","14.00",".00","119826.00","N","0"
"00000183184000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","59","143","8456.000","SQUARE FEET","STANDARD","14.00",".00","118384.00","N","0"
"00000183196000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","143","7758.000","SQUARE FEET","STANDARD","14.00",".00","108612.00","N","0"
"00000183199000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","68","143","8649.000","SQUARE FEET","STANDARD","14.00",".00","121086.00","N","0"
"00000183397000000","2019","1","C12","COMMERCIAL - VACANT PLOTTED LOTS/TRACTS","PARKING DISTRICT","60","123","7829.000","SQUARE FEET","STANDARD","12.00",".00","93948.00","N","0"
"00000183409000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","7426.000","SQUARE FEET","STANDARD","40.00","-.10","267336.00","N","0"
"00000183481000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","7439.000","SQUARE FEET","STANDARD","40.00",".00","297560.00","N","0"
"00000183673000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","8778.000","SQUARE FEET","STANDARD","40.00","-.10","316008.00","N","0"
"00000183724000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","13016.000","SQUARE FEET","STANDARD","40.00","-.10","468576.00","N","0"
"00000183739000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","13170.000","SQUARE FEET","STANDARD","40.00",".00","526800.00","N","0"
"00000183751000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","8488.000","SQUARE FEET","STANDARD","40.00",".00","339520.00","N","0"
"00000183763000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","9026.000","SQUARE FEET","STANDARD","40.00",".00","361040.00","N","0"
"00000183841000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","48","202","9809.000","SQUARE FEET","STANDARD","40.00","-.15","333506.00","N","0"
"00000183850000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","10156.000","SQUARE FEET","STANDARD","40.00","-.15","345304.00","N","0"
"00000183856000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","9951.000","SQUARE FEET","STANDARD","40.00","-.15","338334.00","N","0"
"00000183937000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","7682.000","SQUARE FEET","STANDARD","40.00",".00","307280.00","N","0"
"00000183955000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","7581.000","SQUARE FEET","STANDARD","40.00",".00","303240.00","N","0"
"00000183970000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","8106.000","SQUARE FEET","STANDARD","40.00",".00","324224.00","N","0"
"00000184039000000","2019","1","B12","MFR - DUPLEXES","SINGLE FAMILY DISTRICT 7,500 S","0","0","7980.000","SQUARE FEET","STANDARD","40.00","-.10","287280.00","N","0"
"00000184072000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","8046.000","SQUARE FEET","STANDARD","40.00",".00","321828.00","N","0"
"00000184096000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","7848.000","SQUARE FEET","STANDARD","40.00",".00","313920.00","N","0"
"00000184126000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","9024.000","SQUARE FEET","STANDARD","40.00",".00","360960.00","N","0"
"00000184135000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","8558.000","SQUARE FEET","STANDARD","40.00",".00","342320.00","N","0"
"00000184177000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","7865.000","SQUARE FEET","STANDARD","40.00",".00","314600.00","N","0"
"00000184213000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","5923.000","SQUARE FEET","STANDARD","40.00",".00","236901.00","N","0"
