"TAX_OBJ_ID","ACCOUNT_NUM","APPRAISAL_YR","BLDG_CLASS_DESC","YEAR_BUILT","REMODEL_YR","GROSS_BLDG_AREA","FOUNDATION_TYP_DESC","FOUNDATION_AREA","BASEMENT_DESC","BASEMENT_AREA","NUM_STORIES","CONSTR_TYP_DESC","HEATING_TYP_DESC","AC_TYP_DESC","NUM_UNITS","NET_LEASE_AREA","PROPERTY_NAME","PROPERTY_QUAL_DESC","PROPERTY_COND_DESC","PHYS_DEPR_PCT","FUNCT_DEPR_PCT","EXTRNL_DEPR_PCT","TOT_DEPR_PCT","IMP_VAL","LAND_VAL","MKT_VAL","APPR_METHOD_DESC","COMPARABILITY_CD","PCT_COMPLETE"
"326085100A0010001","326085100A0010000","2019","CHURCH BUILDING","2008","2008","9465","CONCRETE SLAB","9465","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","0","GRACE POINTE CHURCH","GOOD","EXCELLENT",".00",".00",".00",".00","","","","COST","B CLASS","100.00"
"32C13000000010000","32C13000000010000","2019","RETAIL STRIP","1984","2009","5000","CONCRETE SLAB","5000","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","5000","IRVING 5 STAR CONDOMINIUMS/ROYAL SWEETS","GOOD","EXCELLENT","10.00",".00",".00","10.00","","","","INCOME","B CLASS","100.00"
"324610100C03R0000","324610100C03R0000","2019","TECHNICAL BUILDING","1984","1984","36134","CONCRETE SLAB","36134","UNASSIGNED","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","36113","AEGIS","AVERAGE","GOOD","45.00",".00",".00","45.00","","","","INCOME","B CLASS","100.00"
"32565020000000000","32565020000000000","2019","OFFICE BUILDING","1981","2007","232780","PIERS","23278","NONE","0","10","B-REINFORCED CONCRETE FRAME","CENTRAL HEAT","CENTRAL A/C","0","223498","CORPORATE POINT","AVERAGE","GOOD","4.00",".00",".00","4.00","","","","INCOME","B CLASS","100.00"
"32565060000010000","32565060000010000","2019","OFFICE BUILDING","1981","1981","166592","PIERS","20824","NONE","0","8","B-REINFORCED CONCRETE FRAME","CENTRAL HEAT","CENTRAL A/C","0","152586","IDEARC MEDIA","AVERAGE","GOOD","30.00",".00",".00","30.00","","","","INCOME","B CLASS","100.00"
"325585100A0010000","325585100A0010000","2019","OFFICE/SHOWROOM","1984","1984","9144","CONCRETE SLAB","9144","NONE","0","1","S-PRE-ENGINEERED STEEL BLDGS","CENTRAL HEAT","CENTRAL A/C","0","17928","UNITED RENTALS","AVERAGE","GOOD","55.00",".00",".00","55.00","","","","INCOME","B CLASS","100.00"
"14015200000000001","14015200000000000","2019","BANK","1982","1982","11375","CONCRETE SLAB","11375","UNASSIGNED","0","1","B-REINFORCED CONCRETE FRAME","CENTRAL HEAT","CENTRAL A/C","0","0","COMERICA NATL BANK","AVERAGE","GOOD","30.00",".00","20.00","50.00","","","","INCOME","B CLASS","100.00"
"32565500010020000","32565500010020000","2019","CHURCH BUILDING","1986","1986","4140","CONCRETE SLAB","4140","NONE","0","1","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","4140","THE TRUE LIGHT CHURCH","AVERAGE","GOOD","45.00",".00",".00","45.00","","","","INCOME","B CLASS","100.00"
"140170200F0110000","140170200F0110000","2019","CHURCH BUILDING","1985","1985","9546","CONCRETE SLAB","9546","NONE","0","1","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","27659","ANTIOCH FULL GOSPEL CHURCH OF DALLAS","AVERAGE","GOOD","50.00",".00",".00","50.00","","","","COST","B CLASS","100.00"
"140408400507R0000","140408400507R0000","2019","CHURCH BUILDING","1989","1989","6155","CONCRETE SLAB","6155","UNASSIGNED","0","1","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","6155","FIRST KOREAN PRESBYTERIAN CHURCH","AVERAGE","GOOD","40.00",".00",".00","40.00","","","","COST","B CLASS","100.00"
"006095000G07A0000","006095000G07A0000","2019","CHURCH BUILDING","1987","1987","1500","CONCRETE SLAB","1500","UNASSIGNED","0","1","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","1500","REJOICING TABERNACLE CHURCH OF GOD","AVERAGE","GOOD","45.00",".00",".00","45.00","","","","COST","B CLASS","100.00"
"12000500040020000","12000500040020000","2019","DAY NURSERY","1985","1985","3470","CONCRETE SLAB","3470","UNASSIGNED","0","1","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","1","3470","NURSERY","AVERAGE","GOOD","77.00",".00",".00","77.00","","","","COST","B CLASS","100.00"
"140032000C0090000","140032000C0090000","2019","DAY NURSERY","1988","1988","6424","CONCRETE SLAB","6424","UNASSIGNED","0","1","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","6424","HAPPY TREE CHILD DEVELOPMENT CENTER","AVERAGE","GOOD","75.00","10.00","10.00","95.00","","","","COST","B CLASS","100.00"
"325596600004R0000","325596600004R0000","2019","GOVERNMENTAL BUILDING","1985","1985","100","CONCRETE SLAB","100","UNASSIGNED","0","1","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","100","FIRE STATION","AVERAGE","GOOD",".00",".00",".00",".00","","","","COST","B CLASS","100.00"
"325651600B0020000","325651600B0020000","2019","TECHNICAL BUILDING","1986","1986","119000","CONCRETE SLAB","121524","NONE","0","2","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","222214","PROGRESSIVE LABORATORIES","AVERAGE","GOOD","40.00","10.00",".00","50.00","","","","INCOME","B CLASS","100.00"
"32539660000010000","32539660000010000","2019","FREE STANDING RETAIL STORE","1980","1980","1680","CONCRETE SLAB","1680","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","1680","LINDSEY PHARMACY","AVERAGE","GOOD","55.00",".00",".00","55.00","","","","INCOME","B CLASS","100.00"
"005967000B0020000","005967000B0020000","2019","FREE STANDING RETAIL STORE","2012","2012","8236","CONCRETE SLAB","8236","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","8236","OREILLY AUTO PARTS","AVERAGE","GOOD","5.00",".00",".00","5.00","","","","INCOME","B CLASS","100.00"
"00000601956800000","00000601956800000","2019","OFFICE BUILDING","1980","1980","6044","CONCRETE SLAB","4636","UNASSIGNED","0","2","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","21591","10821 COMPOSITE","AVERAGE","GOOD","55.00",".00",".00","55.00","","","","COST","B CLASS","100.00"
"65006145010200001","65006145010200000","2019","APARTMENT (BRICK EXTERIOR)","1983","1983","8988","CONCRETE SLAB","4494","UNASSIGNED","0","2","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","0","AUTUMN RUN  APTS","AVERAGE","GOOD","55.00",".00",".00","55.00","","","","INCOME","B CLASS","100.00"
"00000601453500000","00000601453500000","2019","STORAGE WAREHOUSE","1985","1985","19000","CONCRETE SLAB","19000","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","20000","USED OFFICE FURNITURE/IL GRANITO","AVERAGE","GOOD","45.00",".00",".00","45.00","","","","INCOME","B CLASS","100.00"
"00000601456000000","00000601456000000","2019","STORAGE WAREHOUSE","1985","1985","19000","CONCRETE SLAB","19000","UNASSIGNED","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","20000","10561 GOODNIGHT LN","AVERAGE","GOOD","45.00",".00",".00","45.00","","","","INCOME","B CLASS","100.00"
"00000601514100100","00000601514100100","2019","STORAGE WAREHOUSE","1981","1981","22108","CONCRETE SLAB","20000","UNASSIGNED","0","2","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","22108","WHOLESALE DISTRIBUTOR","AVERAGE","GOOD","55.00",".00",".00","55.00","","","","INCOME","B CLASS","100.00"
"14017100020010400","14017100020010400","2019","STORAGE WAREHOUSE","1984","1984","82716","CONCRETE SLAB","78252","NONE","0","2","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","81924","VALWOOD 6","AVERAGE","GOOD","45.00",".00",".00","45.00","","","","INCOME","B CLASS","100.00"
"14017100020010500","14017100020010500","2019","STORAGE WAREHOUSE","1984","1984","73556","CONCRETE SLAB","69225","NONE","0","2","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","73556","AVERY DENNISON/PROCOMPUTING","AVERAGE","GOOD","45.00",".00",".00","45.00","","","","INCOME","B CLASS","100.00"
"14017100020010600","14017100020010600","2019","STORAGE WAREHOUSE","1986","1986","86705","CONCRETE SLAB","71770","NONE","0","2","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","80780","VALWOOD 11/MEISEL","AVERAGE","GOOD","40.00",".00",".00","40.00","","","","INCOME","B CLASS","100.00"
"14017100020010700","14017100020010700","2019","STORAGE WAREHOUSE","1986","1986","71220","CONCRETE SLAB","62120","NONE","0","2","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","73187","VALWOOD 12","AVERAGE","GOOD","40.00",".00",".00","40.00","","","","INCOME","B CLASS","100.00"
"14017100050010200","14017100050010200","2019","STORAGE WAREHOUSE","1984","1984","80713","CONCRETE SLAB","80713","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","79746","UNITED INTERNATIONAL LABORATORIES/TRI PAK","AVERAGE","GOOD","45.00",".00",".00","45.00","","","","INCOME","B CLASS","100.00"
"140406100A0010000","140406100A0010000","2019","STORAGE WAREHOUSE","1992","1992","100","CONCRETE SLAB","100","UNASSIGNED","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","100","PLANT FACILITIES","AVERAGE","GOOD",".00",".00",".00",".00","","","","COST","B CLASS","100.00"
"32565340000000000","32565340000000000","2019","OFFICE BUILDING","1983","1983","7571","CONCRETE SLAB","7571","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","7551","SMART AUTO LENDING","AVERAGE","GOOD","40.00",".00",".00","40.00","","","","INCOME","B CLASS","100.00"
"140030900A0010000","140030900A0010000","2019","RETAIL STRIP","1984","1984","28383","CONCRETE SLAB","28383","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","24903","BELT LINE VENTURE COURT","AVERAGE","GOOD","55.00",".00",".00","55.00","","","","INCOME","B CLASS","100.00"
"140169600101R0000","140169600101R0000","2019","CHURCH BUILDING","1981","1981","76456","CONCRETE SLAB","59291","UNASSIGNED","0","2","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","76556","THE NORTH CHURCH","AVERAGE","GOOD","40.00",".00",".00","40.00","","","","COST","B CLASS","100.00"
"140170200F0110001","140170200F0110000","2019","CHURCH BUILDING","1986","1986","15368","CONCRETE SLAB","10664","UNASSIGNED","0","2","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","0","NORTH DALLAS FELLOWSHIP","AVERAGE","GOOD","20.00",".00",".00","20.00","","","","COST","B CLASS","100.00"
"003057007601A0000","003057007601A0000","2019","FOOD PROCESSING","1983","1983","5440","CONCRETE SLAB","5440","UNASSIGNED","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","5351","DALLAS TORTILLA FACTORY","AVERAGE","GOOD","50.00",".00",".00","50.00","","","","INCOME","B CLASS","100.00"
"326560100A0020000","326560100A0020000","2019","DISTRIBUTION WAREHOUSE","1988","1988","58080","CONCRETE SLAB","58080","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","58133","WAYNE DALTON GARAGE DOORS & OPENERS","AVERAGE","GOOD","35.00",".00",".00","35.00","","","","INCOME","B CLASS","100.00"
"32658000000010000","32658000000010000","2019","OFFICE BUILDING","1986","1986","65353","CONCRETE SLAB","65380","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","64845","GATEWAY WEST","AVERAGE","GOOD","30.00",".00",".00","30.00","","","","INCOME","B CLASS","100.00"
"32658000000020000","32658000000020000","2019","OFFICE BUILDING","1997","1997","62540","CONCRETE SLAB","62540","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","62526","GATEWAY WEST II","AVERAGE","GOOD","15.00",".00",".00","15.00","","","","INCOME","B CLASS","100.00"
"14017100030010100","14017100030010100","2019","DISTRIBUTION WAREHOUSE","1982","1982","155334","CONCRETE SLAB","149040","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","1","155496","ILLES/CRANE","AVERAGE","GOOD","50.00",".00",".00","50.00","","","","INCOME","B CLASS","100.00"
"14017100040010000","14017100040010000","2019","DISTRIBUTION WAREHOUSE","1982","1982","48555","CONCRETE SLAB","48555","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","47251","BUZZBALLZ","AVERAGE","GOOD","50.00",".00",".00","50.00","","","","INCOME","B CLASS","100.00"
"14017100040010100","14017100040010100","2019","DISTRIBUTION WAREHOUSE","1981","1981","125000","CONCRETE SLAB","122400","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","125000","HEWLETT-PACKARD","AVERAGE","GOOD","55.00",".00",".00","55.00","","","","INCOME","B CLASS","100.00"
"14017110040010000","14017110040010000","2019","DISTRIBUTION WAREHOUSE","1981","1981","165813","CONCRETE SLAB","158779","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","165050","2080  MCDANIEL DR","AVERAGE","GOOD","55.00",".00",".00","55.00","","","","INCOME","B CLASS","100.00"
"14034750000010000","14034750000010000","2019","DISTRIBUTION WAREHOUSE","1984","1984","50050","CONCRETE SLAB","50050","UNASSIGNED","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","50000","TEX EXPRESS (ECU)","AVERAGE","GOOD","45.00",".00",".00","45.00","","","","INCOME","B CLASS","100.00"
"0061360B0004A0000","0061360B0004A0000","2019","OFFICE BUILDING","1985","1985","33426","CONCRETE SLAB","3476","UNASSIGNED","0","5","B-REINFORCED CONCRETE FRAME","CENTRAL HEAT","CENTRAL A/C","0","31402","5489 OFFICE BLDG","AVERAGE","GOOD","25.00",".00",".00","25.00","","","","INCOME","B CLASS","100.00"
"006140000F0010000","006140000F0010000","2019","OFFICE BUILDING","1982","1982","136585","CONCRETE SLAB","21131","UNASSIGNED","0","8","B-REINFORCED CONCRETE FRAME","CENTRAL HEAT","CENTRAL A/C","0","154401","TEXAS HEALTH PRESBYTERIAN PROFESSIONAL 4","AVERAGE","GOOD","30.00","15.00",".00","45.00","","","","INCOME","B CLASS","100.00"
"006140000F001TE00","006140000F001TE00","2019","OFFICE BUILDING","1982","1982","32462","CONCRETE SLAB","21131","UNASSIGNED","0","8","B-REINFORCED CONCRETE FRAME","CENTRAL HEAT","CENTRAL A/C","0","54702","VICKERY HILL","AVERAGE","GOOD","30.00",".00",".00","30.00","","","","INCOME","B CLASS","100.00"
"0061160G000000100","0061160G000000100","2019","MEDICAL OFFICE BUILDING","1982","2009","14400","CONCRETE SLAB","14400","NONE","0","1","S-PRE-ENGINEERED STEEL BLDGS","CENTRAL HEAT","CENTRAL A/C","0","16360","PEDIATRICS OF DALLAS","AVERAGE","GOOD","10.00",".00",".00","10.00","","","","INCOME","B CLASS","100.00"
"00000602278000000","00000602278000000","2019","STORAGE WAREHOUSE","1984","1984","9900","CONCRETE SLAB","9900","NONE","0","1","S-PRE-ENGINEERED STEEL BLDGS","CENTRAL HEAT","CENTRAL A/C","0","9900","DALLAS POWERSPORTS","AVERAGE","GOOD","55.00",".00",".00","55.00","","","","INCOME","B CLASS","100.00"
"00000602512000000","00000602512000000","2019","STORAGE WAREHOUSE","1983","1983","20250","CONCRETE SLAB","20250","UNASSIGNED","0","1","S-PRE-ENGINEERED STEEL BLDGS","CENTRAL HEAT","CENTRAL A/C","0","21375","CASTERS OF DALLAS","AVERAGE","GOOD","60.00",".00",".00","60.00","","","","INCOME","B CLASS","100.00"
"00606300000020000","00606300000020000","2019","AUTOMOTIVE SERVICE","1986","1986","4402","CONCRETE SLAB","4402","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","4402","BIG D","AVERAGE","GOOD","60.00",".00",".00","60.00","","","","INCOME","B CLASS","100.00"
"324450500A0010000","324450500A0010000","2019","MINI-MART/GAS SERVICE STATION","1985","1985","1300","CONCRETE SLAB","1300","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","1912","VALERO CORNER STORE","AVERAGE","GOOD","80.00","15.00",".00","95.00","","","","COST","B CLASS","100.00"
"32523400000000000","32523400000000000","2019","MINI-MART/GAS SERVICE STATION","1985","1985","1272","CONCRETE SLAB","1272","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","1272","VALERO","AVERAGE","GOOD","65.00",".00",".00","65.00","","","","COST","B CLASS","100.00"
"12000250010010000","12000250010010000","2019","SCHOOL","1986","1986","79000","CONCRETE SLAB","79000","UNASSIGNED","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","79000","AC NEW MIDDLE SCHOOL","AVERAGE","GOOD","3.00",".00",".00","3.00","","","","COST","B CLASS","100.00"
"32539680000010000","32539680000010000","2019","MEDICAL OFFICE BUILDING","1980","1980","4586","CONCRETE SLAB","4586","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","4586","METROPLEX PROFESSIONAL BUILDING","AVERAGE","GOOD","65.00",".00",".00","65.00","","","","INCOME","B CLASS","100.00"
"32539780000010000","32539780000010000","2019","MEDICAL OFFICE BUILDING","1983","1983","2960","CONCRETE SLAB","2960","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","2976","ST MATTHEWS ANGLICAN CHURCH","AVERAGE","GOOD","60.00",".00",".00","60.00","","","","INCOME","B CLASS","100.00"
"32543300000050000","32543300000050000","2019","SUPERMARKET","1983","1983","56544","CONCRETE SLAB","55144","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","55645","TOM THUMB","AVERAGE","GOOD","75.00",".00",".00","75.00","","","","INCOME","B CLASS","100.00"
"325598200A0010000","325598200A0010000","2019","MEDICAL OFFICE BUILDING","1986","1986","19570","CONCRETE SLAB","19570","UNASSIGNED","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","27862","AMERICAN ASSOC FOR RESPIRATORY CARE","AVERAGE","GOOD","50.00",".00",".00","50.00","","","","INCOME","B CLASS","100.00"
"326620000A0010000","326620000A0010000","2019","STORAGE WAREHOUSE","1982","1982","69337","CONCRETE SLAB","69337","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","69572","GATEWAY BLDG/CULLIGAN","AVERAGE","GOOD","50.00",".00",".00","50.00","","","","INCOME","B CLASS","100.00"
"325597500A0010001","325597500A0010000","2019","OFFICE/SHOWROOM","1983","1983","8000","CONCRETE SLAB","8000","UNASSIGNED","0","1","S-PRE-ENGINEERED STEEL BLDGS","CENTRAL PARTIAL","CENTRAL PARTIAL","0","0","VALLEY VIEW BUSINESS PARK","AVERAGE","GOOD","60.00",".00",".00","60.00","","","","INCOME","B CLASS","100.00"
"325812500A0020000","325812500A0020000","2019","STORAGE WAREHOUSE","1988","1988","9207","CONCRETE SLAB","9207","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL PARTIAL","CENTRAL PARTIAL","0","11847","WESTERN SHEET METAL","AVERAGE","GOOD","35.00",".00",".00","35.00","","","","INCOME","B CLASS","100.00"
"32594550010020000","32594550010020000","2019","AUTOMOTIVE SERVICE","1982","1982","4500","CONCRETE SLAB","4500","NONE","0","1","S-PRE-ENGINEERED STEEL BLDGS","CENTRAL HEAT","CENTRAL A/C","0","4500","AA MUFFLER AND BRAKE","EXCELLENT","GOOD","80.00",".00",".00","80.00","","","","INCOME","B CLASS","100.00"
"0062130J000000200","0062130J000000200","2019","COLD STORAGE","1994","1994","131755","CONCRETE SLAB","131755","UNASSIGNED","0","1","S-PRE-ENGINEERED STEEL BLDGS","CENTRAL HEAT","CENTRAL A/C","0","131755","AMERICOLD","EXCELLENT","GOOD","35.00",".00",".00","35.00","","","","INCOME","B CLASS","100.00"
"140563600D0030000","140563600D0030000","2019","OFFICE/SHOWROOM","1994","1994","8250","CONCRETE SLAB","8250","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","8000","MULTI TENANT","EXCELLENT","GOOD","25.00",".00",".00","25.00","","","","INCOME","B CLASS","100.00"
"140563600D0040000","140563600D0040000","2019","OFFICE/SHOWROOM","1994","1994","8250","CONCRETE SLAB","8250","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","8000","MULTI TENANT","EXCELLENT","GOOD","25.00",".00",".00","25.00","","","","INCOME","B CLASS","100.00"
"120820000A0020000","120820000A0020000","2019","CONVENIENCE STORE","1989","2006","2187","CONCRETE SLAB","2187","UNASSIGNED","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","2867","ONE STOP SHELL","EXCELLENT","GOOD","15.00",".00",".00","15.00","","","","COST","B CLASS","100.00"
"32542800000010100","32542800000010100","2019","MINI-WAREHOUSE","1985","1985","88100","CONCRETE SLAB","88100","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL PARTIAL","CENTRAL PARTIAL","788","83450","EXTRA SPACE STORAGE USA","EXCELLENT","GOOD","55.00",".00",".00","55.00","","","","INCOME","B CLASS","100.00"
"14005000010010001","14005000010010000","2019","STORAGE WAREHOUSE","1983","1983","10675","CONCRETE SLAB","10675","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","NONE","NONE","0","0","BOWIE SIMS PRANGE","LOW COST","GOOD","50.00",".00",".00","50.00","","","","INCOME","B CLASS","100.00"
"325444200A0010000","325444200A0010000","2019","SELF SERVE CAR WASHES","1989","1999","2090","CONCRETE SLAB","2090","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","NONE","NONE","5","2090","CLASSY CAR WASH","EXCELLENT","GOOD","",".00",".00","","","","","COST","B CLASS","100.00"
"32C12910040042500","32C12910040042500","2019","MEDICAL OFFICE BUILDING","1968","1968","2298","CONCRETE SLAB","2298","UNASSIGNED","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","2298","MACARTHUR MEDICAL PLAZA/QUEST DIAGNOSTICS","GOOD","GOOD","80.00",".00",".00","80.00","","","","INCOME","B CLASS","100.00"
"32C12910040045000","32C12910040045000","2019","MEDICAL OFFICE BUILDING","1968","1968","5424","CONCRETE SLAB","5424","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","5424","MACARTHUR MEDICAL CAMPUS/MAC PEDIATRICS & ADMIN","GOOD","GOOD","80.00",".00",".00","80.00","","","","INCOME","B CLASS","100.00"
"325655900A0030000","325655900A0030000","2019","OFFICE BUILDING","1986","1986","176927","PIERS","88463","PARTIAL","0","2","B-REINFORCED CONCRETE FRAME","CENTRAL HEAT","CENTRAL A/C","0","164782","COTTONWOOD CENTER (100% VACANT ECU)","GOOD","AVERAGE","20.00",".00",".00","20.00","","","","INCOME","B CLASS","100.00"
"00000603331000200","00000603331000200","2019","STORAGE WAREHOUSE","1983","1983","10000","CONCRETE SLAB","10000","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","1","10000","MAGNUM AUTO GROUP","GOOD","AVERAGE","50.00",".00",".00","50.00","","","","INCOME","B CLASS","100.00"
"61030500020090000","61030500020090000","2019","AUTOMOTIVE SERVICE","1982","1982","1125","CONCRETE SLAB","1125","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","HEATERS","UNASSIGNED","0","1925","CLEVELANDS TRANSMISSIONS/ ESCALANTE AUTO REPAIR","AVERAGE","AVERAGE","75.00",".00",".00","75.00","","","","COST","B CLASS","100.00"
"65001709510320000","65001709510320000","2019","AUTOMOTIVE SERVICE","1980","1980","6341","CONCRETE SLAB","6341","NONE","0","1","S-PRE-ENGINEERED STEEL BLDGS","HEATERS","UNASSIGNED","0","7760","GOMEZ GARAGE","AVERAGE","AVERAGE","55.00",".00",".00","55.00","","","","COST","B CLASS","100.00"
"00000602707000000","00000602707000000","2019","OFFICE/SHOWROOM","1983","1983","13050","CONCRETE SLAB","13050","UNASSIGNED","0","1","S-PRE-ENGINEERED STEEL BLDGS","HEATERS","UNASSIGNED","10","13050","11166 ABLES","AVERAGE","AVERAGE","60.00",".00",".00","60.00","","","","INCOME","B CLASS","100.00"
"65001110010080000","65001110010080000","2019","BARN","1980","1980","80","CONCRETE SLAB","80","UNASSIGNED","0","1","S-PRE-ENGINEERED STEEL BLDGS","UNASSIGNED","UNASSIGNED","0","80","THORNTREE GOLF COURSE","AVERAGE","AVERAGE","80.00",".00",".00","80.00","","","","COST","B CLASS","100.00"
"10ADDISON00000021","10ADDISON00000000","2019","CANOPY","1980","1980","16000","CONCRETE SLAB","16000","NONE","0","1","S-PRE-ENGINEERED STEEL BLDGS","UNASSIGNED","UNASSIGNED","0","0","ADDISON AIRPORT PROPERTY","AVERAGE","AVERAGE","65.00",".00",".00","65.00","","","","COST","B CLASS","100.00"
"65006145010780001","65006145010780000","2019","UTILITY BUILDING","1980","1980","720","CONCRETE SLAB","720","UNASSIGNED","0","1","D-WOOD FRAME","UNASSIGNED","UNASSIGNED","0","0","AUTUMN RUN  APTS MINI STORAGE","AVERAGE","AVERAGE","80.00",".00",".00","80.00","","","","INCOME","B CLASS","100.00"
"00000602290000000","00000602290000000","2019","STORAGE WAREHOUSE","1990","1990","8600","CONCRETE SLAB","8600","NONE","0","1","S-PRE-ENGINEERED STEEL BLDGS","HEATERS","FORCED AIR","0","8600","11103 DENTON DR","AVERAGE","AVERAGE","40.00",".00",".00","40.00","","","","INCOME","B CLASS","100.00"
"14012500070010000","14012500070010000","2019","CHURCH BUILDING","1987","1987","100","CONCRETE SLAB","100","UNASSIGNED","0","2","C-MASONRY, BLOCK, TILT-WALL","UNASSIGNED","UNASSIGNED","0","100","CHURCH","AVERAGE","AVERAGE",".00",".00",".00",".00","","","","COST","B CLASS","100.00"
"65004027510010001","65004027510010000","2019","STORAGE WAREHOUSE","1986","1986","106394","CONCRETE SLAB","105000","UNASSIGNED","0","1","S-PRE-ENGINEERED STEEL BLDGS","UNASSIGNED","UNASSIGNED","0","0","MARAZZI TILE","AVERAGE","AVERAGE","50.00","25.00",".00","75.00","","","","INCOME","B CLASS","100.00"
