"ACCOUNT_NUM","APPRAISAL_YR","IMPR_VAL","LAND_VAL","LAND_AG_EXEMPT","AG_USE_VAL","TOT_VAL","HMSTD_CAP_VAL","REVAL_YR","PREV_REVAL_YR","PREV_MKT_VAL","TOT_CONTRIB_AMT","TAXPAYER_REP","CITY_JURIS_DESC","COUNTY_JURIS_DESC","ISD_JURIS_DESC","HOSPITAL_JURIS_DESC","COLLEGE_JURIS_DESC","SPECIAL_DIST_JURIS_DESC","CITY_SPLIT_PCT","COUNTY_SPLIT_PCT","ISD_SPLIT_PCT","HOSPITAL_SPLIT_PCT","COLLEGE_SPLIT_PCT","SPECIAL_DIST_SPLIT_PCT","CITY_TAXABLE_VAL","COUNTY_TAXABLE_VAL","ISD_TAXABLE_VAL","HOSPITAL_TAXABLE_VAL","COLLEGE_TAXABLE_VAL","SPECIAL_DIST_TAXABLE_VAL","CITY_CEILING_VALUE","COUNTY_CEILING_VALUE","ISD_CEILING_VALUE","HOSPITAL_CEILING_VALUE","COLLEGE_CEILING_VALUE","SPECIAL_DIST_CEILING_VALUE","VID_IND","GIS_PARCEL_ID","APPRAISAL_METH_CD","RENDITION_PENALTY","DIVISION_CD","EXTRNL_CNTY_ACCT","EXTRNL_CITY_ACCT","P_BUS_TYP_CD","BLDG_CLASS_CD","SPTD_CODE"
"00000192688000000","2019","73110.00","270000.00","0","0","343110.00","343110.00","2019","2018","276660.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","343110","343110","343110","343110","343110","0","","","","","","","N","00000192688000000","1","","RES","","000199700300700","","09","A11"
"00000196912000000","2019","470000.00","480000.00","0","0","950000.00","950000.00","2019","2018","800000.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","950000","950000","950000","950000","950000","0","","","","","","","N","00000196912000000","3","","COM","","000204400800300","","APARTMENT (BRICK EXTERIOR)","B11"
"00000198388000000","2019","469350.00","262500.00","0","0","731850.00","731850.00","2019","2018","741730.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","585480","585480","633665","585480","585480","0","","","","","","","N","00000198388000000","2","","RES","","000207900401900","","21","A11"
"008710000E0070000","2019","229700.00","35000.00","0","0","264700.00","264700.00","2019","2018","164190.00","84860.00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DUNCANVILLE ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","211760","211760","239700","211760","211760","0","","","","","","","N","008710000E0070000","1","","RES","","","","18","A11"
"00000339877000000","2019","437290.00","262500.00","0","0","699790.00","699790.00","2019","2018","745440.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","559832","559832","604811","559832","559832","0","","","","","","","N","00000339877000000","2","","RES","","000479100500300","","21","A11"
"00000341371000000","2019","167480.00","200000.00","0","0","367480.00","367480.00","2019","2018","342000.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","367480","367480","367480","367480","367480","0","","","","","","","N","00000341371000000","1","","RES","","000481700902300","","05","A11"
"00000610372000000","2019","134220.00","75000.00","0","0","209220.00","172836.00","2019","2018","198420.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","38269","69269","85553","69269","63269","0",".00","81.48","433.05","",".00","","N","00000610372000000","1","","RES","","000661601001400","","14","A11"
"00000100096000000","2019","550000.00","850000.00","0","0","1400000.00","1400000.00","2019","2018","1300000.00",".00","359 MORRISON & HEAD LP/AUS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","1400000","1400000","1400000","1400000","1400000","0","","","","","","","N","00000100096000000","3","","COM","","","","RETAIL STRIP","F10"
"00000102133000000","2019","1000.00","1894320.00","0","0","1895320.00","1895320.00","2019","2018","1895320.00",".00","X55 WALKER WILLIAM","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","1895320","1895320","1895320","1895320","1895320","0","","","","","","","N","00000102133000000","3","","COM","","000011300900402","","LIGHT INDUSTRIAL","F20"
"008476000A02A0000","2019","424110.00","1992730.00","0","0","2416840.00","2416840.00","2019","2018","",".00","051 INVOKE TAX PARTNERS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","2416840","2416840","2416840","2416840","2416840","0","","","","","","","N","008476000A02A0000","1","","COM","","","","CANOPY","F10"
"00000330154000000","2019","202080.00","50500.00","0","0","252580.00","252580.00","2018","2017","245000.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","202064","202064","202322","202064","202064","0","","","","","","","N","00000330154000000","1","","RES","","000458200000400","","13","A11"
"008682000N0340000","2019","202000.00","40000.00","0","0","242000.00","242000.00","2019","2018","243870.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DUNCANVILLE ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","193600","193600","217000","193600","193600","0","","","","","","","N","008682000N0340000","1","","RES","","","","18","A11"
"008683000B0120000","2019","138860.00","40000.00","0","0","178860.00","178860.00","2019","2018","178860.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DUNCANVILLE ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","143088","143088","153860","143088","143088","0","","","","","","","N","008683000B0120000","1","","RES","","","","18","A11"
"00000197272000000","2019","419230.00","382900.00","0","0","802130.00","802130.00","2019","2018","816000.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","641704","641704","696917","641704","641704","0","","","","","","","N","00000197272000000","1","","RES","","000204901100600","","09","A11"
"26205500090060000","2019","64580.00","20000.00","0","0","84580.00","84580.00","2017","2016","70010.00",".00","558 TEXAS TAX PROTEST","GARLAND","DALLAS COUNTY","GARLAND ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","84580","84580","84580","84580","84580","0","","","","","","","N","26205500090060000","1","","RES","","","","04","A11"
"00000345463000000","2019","48000.00","15000.00","0","0","63000.00","63000.00","2019","2018","33000.00",".00","X55 WALKER WILLIAM","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","63000","63000","63000","63000","63000","0","","","","","","","N","00000345463000000","2","","RES","","000489300401200","","14","A11"
"0087210D000310000","2019","125460.00","35000.00","0","0","160460.00","142544.00","2019","2018","140800.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DUNCANVILLE ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","14036","45036","102544","45036","39036","0",".00","21.61","877.34","",".00","","N","0087210D000310000","1","","RES","","","","16","A11"
"00000415894000000","2019","2313820.00","1525500.00","0","0","3839320.00","3839320.00","2019","2018","3600000.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","3071456","3071456","3430388","3071456","3071456","0","","","","","","","N","00000415894000000","1","","RES","","000551800400200","","26","A11"
"00000794089600000","2019","303620.00","150000.00","0","0","453620.00","424407.00","2019","2018","453620.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","RICHARDSON ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","239526","270526","346967","270526","264526","0",".00","514.40","3761.19","",".00","","N","00000794089600000","1","","RES","","000814100301800","","18","A11"
"00000320320000000","2019","42500.00","15000.00","0","0","57500.00","57500.00","2019","2016","30000.00",".00","X55 WALKER WILLIAM","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","57500","57500","57500","57500","57500","0","","","","","","","N","00000320320000000","2","","RES","","000438200300700","","04","B12"
"120447500A0010000","2019",".00","1166100.00","0","0","1166100.00","1166100.00","2019","2018","",".00","359 MORRISON & HEAD LP/AUS","BALCH SPRINGS","DALLAS COUNTY","MESQUITE ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","1166100","1166100","1166100","1166100","1166100","0","","","","","","","N","120447500A0010000","1","","COM","","","","LAND ONLY","C12"
"180013000B0630000","2019","399310.00","188230.00","0","0","587540.00","587540.00","2019","2018","538000.00",".00","558 TEXAS TAX PROTEST","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","558163","470032","562540","470032","470032","0","","","","","","","N","180013000B0630000","1","","RES","","","","21","A11"
"180016200202R0000","2019","2839130.00","1172790.00","0","0","4011920.00","4011920.00","2019","2018","3782970.00",".00","809 ALTUS GROUP / RICHARDSON","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","4011920","4011920","4011920","4011920","4011920","0","","","","","","","N","180016200202R0000","3","","COM","","","","STORAGE WAREHOUSE","F10"
"180016200203B0100","2019","4961250.00","1759870.00","0","0","6721120.00","6721120.00","2019","2018","6175610.00",".00","809 ALTUS GROUP / RICHARDSON","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","6721120","6721120","6721120","6721120","6721120","0","","","","","","","N","180016200203B0100","3","","COM","","","","DISTRIBUTION WAREHOUSE","F10"
"180016700302RTE00","2019","4160580.00","1400680.00","0","0","5561260.00","5561260.00","2019","2018","",".00","809 ALTUS GROUP / RICHARDSON","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","5561260","5561260","5561260","5561260","5561260","0","","","","","","","N","180016700302R0000","3","","COM","","","","DISTRIBUTION WAREHOUSE","F10"
"00000197680000000","2019","11000.00","774000.00","0","0","785000.00","785000.00","2019","2018","636940.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","700069","726398","746781","726398","721302","0",".00","749.44","4814.57","",".00","","N","00000197680000000","1","","RES","","000206300200400","","04","A11"
"00000512995000000","2019",".00","13310.00","0","0","13310.00","13310.00","2018","2015","13310.00",".00","U02 UNION PACIFIC RAILROAD CO","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","13310","13310","13310","13310","13310","0","","","","","","","N","00000512995000000","1","","COM","","000610001100300","","LAND ONLY","C12"
"00000794308980000","2019","314000.00","130000.00","0","0","444000.00","444000.00","2019","2018","447890.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","RICHARDSON ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","355200","355200","374600","355200","355200","0","","","","","","","N","00000794308980000","1","","RES","","000816205102900","","21","A11"
"00000326020000000","2019","52440.00","60000.00","0","0","112440.00","104231.00","2019","2018","97440.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","83385","83385","68808","83385","83385","0","","","","","","","N","00000326020000000","1","","RES","","000450101401000","","12","A11"
"00000707248000000","2019","303100.00","60000.00","0","0","363100.00","363100.00","2019","2018","363100.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","290480","290480","301790","290480","290480","0","","","","","","","N","00000707248000000","1","","RES","","000729503401200","","18","A11"
"00000103933500000","2019",".00","9150.00","0","0","9150.00","9150.00","2018","2015","4580.00",".00","290 KANTER REALTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","9150","9150","9150","9150","9150","0","","","","","","","N","00000103933500000","1","","COM","","000018800800400","","LAND ONLY","C12"
"00000107515000000","2019","321000.00","178200.00","0","0","499200.00","499200.00","2019","2017","499200.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","299360","330360","379280","330360","324360","0",".00","803.11","4970.03","",".00","","N","00000107515000000","1","","RES","","","","21","A11"
"00000109249009600","2019",".00","100.00","0","0","100.00","100.00","2017","2014","100.00",".00","U02 UNION PACIFIC RAILROAD CO","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","0","0","0","0","0","0","","","","","","","N","00000109249009600","1","","COM","","","","LAND ONLY","G30"
"00000199543000000","2019","568290.00","262500.00","0","0","830790.00","771417.00","2019","2018","830790.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","617134","617134","669276","617134","617134","0","","","","","","","N","00000199543000000","1","","RES","","000209100602100","","07","A11"
"0087430A000020200","2019",".00","140350.00","0","0","140350.00","140350.00","2019","2018","140350.00",".00","809 ALTUS GROUP / RICHARDSON","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","140350","140350","140350","140350","140350","0","","","","","","","N","0087430A000020200","1","","COM","C1583405","","","LAND ONLY","C12"
"00000113452000000","2019","1000.00","3834430.00","0","0","3835430.00","3835430.00","2019","2018","2791010.00",".00","359 MORRISON & HEAD LP/AUS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","3835430","3835430","3835430","3835430","3835430","0","","","","","","","N","00000113452000000","3","","COM","","0000000000000000000000000","","RETAIL STRIP","F10"
"00000113461000000","2019","33290.00","720000.00","0","0","753290.00","753290.00","2019","2018","598750.00",".00","359 MORRISON & HEAD LP/AUS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","753290","753290","753290","753290","753290","0","","","","","","","N","00000113461000000","3","","COM","","","","OFFICE BUILDING","F10"
"00000115216000000","2019","28190.00","446810.00","0","0","475000.00","475000.00","2019","2018","453960.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","475000","475000","475000","475000","475000","0","","","","","","","N","00000115216000000","3","","COM","","000059500003800","","APARTMENT (BRICK EXTERIOR)","B11"
"00000115462000000","2019","1000.00","396000.00","0","0","397000.00","397000.00","2018","2017","347500.00",".00","794 PROPERTY TAX SERVICE CO","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","397000","397000","397000","397000","397000","0","","","","","","","N","00000115462000000","1","","COM","","000060000200100","","CONVERTED  SERVICE STATION","F10"
"00000794214100000","2019","274400.00","70000.00","0","0","344400.00","344400.00","2019","2018","365500.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","RICHARDSON ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","275520","275520","284960","275520","275520","0","","","","","","","N","00000794214100000","1","","RES","","000815101101000","","16","A11"
"00000100201000000","2019",".00","2130100.00","0","0","2130100.00","2130100.00","2019","2018","2098780.00",".00","359 MORRISON & HEAD LP/AUS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","2130100","2130100","2130100","2130100","2130100","0","","","","","","","N","00000100201000000","1","","COM","","000003802900200","","LAND ONLY","C12"
"00000101788000000","2019","3500.00","137500.00","0","0","141000.00","141000.00","2019","2018","135990.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","141000","141000","141000","141000","141000","0","","","","","","","N","00000101788000000","3","","COM","","000009900300404","","OFFICE/SHOWROOM","F10"
"00000103894000000","2019",".00","228130.00","0","0","228130.00","228130.00","2018","2015","136880.00",".00","359 MORRISON & HEAD LP/AUS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","228130","228130","228130","228130","228130","0","","","","","","","N","00000103894000000","1","","COM","","0000000000000000000000000","","LAND ONLY","C12"
"00000107680180000","2019","260790.00","118900.00","0","0","379690.00","379690.00","2019","2018","342000.00","37690.00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","379690","379690","379690","379690","379690","0","","","","","","","N","00000107680180000","1","","RES","","000033305100500","","18","A11"
"00000706942000000","2019","470070.00","69000.00","0","0","539070.00","456266.00","2019","2018","495110.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","365013","365013","385640","365013","365013","0","","","","","","","N","00000706942000000","1","","RES","","000729502800300","","18","A11"
"00000197914000000","2019","453960.00","311040.00","0","0","765000.00","765000.00","2018","2017","701220.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","612000","612000","663500","612000","612000","0","","","","","","","N","00000197914000000","1","","RES","","000206800400400","","21","A11"
"00000203860000000","2019","314500.00","275500.00","0","0","590000.00","590000.00","2019","2018","590000.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","472000","472000","506000","472000","472000","0","","","","","","","N","00000203860000000","1","","RES","","000217500700200","","09","A11"
"00000340864000000","2019","787460.00","504190.00","0","0","1291650.00","1291650.00","2019","2018","1235940.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","1033320","1033320","1137485","1033320","1033320","0","","","","","","","N","00000340864000000","1","","RES","","000481100201500","","23","A11"
"00000343348000000","2019","200750.00","260000.00","0","0","460750.00","460750.00","2019","2018","489080.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","368600","368600","389675","368600","368600","0","","","","","","","N","00000343348000000","1","","RES","","000485300200600","","08","A11"
"00000794483060000","2019","473000.00","572000.00","0","0","1045000.00","1045000.00","2019","2018","1050000.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","836000","836000","915500","836000","836000","0","","","","","","","N","00000794483060000","1","","RES","","000817500300400","","23","A11"
"180013000B0330000","2019","383610.00","92980.00","0","0","476590.00","476542.00","2019","2016","433220.00",".00","558 TEXAS TAX PROTEST","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","377715","312234","441542","312234","306234","0",".00","426.55","3599.65","",".00","","N","180013000B0330000","2","","RES","","","","21","A11"
"180014300E0220000","2019","498000.00","140000.00","0","0","638000.00","638000.00","2019","2017","657520.00",".00","558 TEXAS TAX PROTEST","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","606100","510400","613000","510400","510400","0","","","","","","","N","180014300E0220000","1","","RES","","","","23","A11"
"18001670011R20000","2019","10225390.00","3392670.00","0","0","13618060.00","13618060.00","2019","2018","12622150.00",".00","809 ALTUS GROUP / RICHARDSON","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","13618060","13618060","13618060","13618060","13618060","0","","","","","","","N","18001670011R20000","3","","COM","","","","DISTRIBUTION WAREHOUSE","F10"
"180016900A0140000","2019","425010.00","100000.00","0","0","525010.00","525010.00","2019","2018","543960.00",".00","558 TEXAS TAX PROTEST","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","498760","420008","500010","420008","420008","0","","","","","","","N","180016900A0140000","2","","RES","","","","18","A11"
"00000508378000000","2019",".00","9500.00","0","0","9500.00","9500.00","2019","2018","6000.00",".00","X55 WALKER WILLIAM","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","9500","9500","9500","9500","9500","0","","","","","","","N","00000508378000000","1","","RES","","000608300300100","","LAND ONLY","C11"
"008721000A0040000","2019","627460.00","227170.00","0","0","854630.00","854630.00","2019","2018","854630.00",".00","885 ERNST & YOUNG LLP/HO","DALLAS","DALLAS COUNTY","DUNCANVILLE ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","854630","854630","854630","854630","854630","0","","","","","","","N","008721000A0040000","1","","COM","","","","MINI-MART/GAS SERVICE STATION","F10"
"00000343117000000","2019","388270.00","310000.00","0","0","698270.00","646140.00","2019","2017","587400.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","416912","447912","511526","447912","441912","0",".00","974.64","5880.41","",".00","","N","00000343117000000","1","","RES","","000484800101300","","15","A11"
"00000199483000000","2019","90300.00","236250.00","0","0","326550.00","326550.00","2018","2017","304430.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","261240","261240","268895","261240","261240","0","","","","","","","N","00000199483000000","2","","RES","","000209000303300","","04","A11"
"00000202264000000","2019","153610.00","123480.00","0","0","277090.00","277090.00","2019","2017","224430.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","277090","277090","277090","277090","277090","0","","","","","","","N","00000202264000000","1","","RES","","000214200001400","","09","A11"
"00000203146000000","2019","640210.00","699790.00","0","0","1340000.00","1340000.00","2019","2018","1401830.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","972000","1003000","1136000","1003000","997000","0",".00","2438.29","14885.97","",".00","","N","00000203146000000","1","","RES","","000215900401200","","21","A11"
"00000796507600000","2019","394000.00","110000.00","0","0","504000.00","504000.00","2019","2018","517350.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","RICHARDSON ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","403200","403200","428600","403200","403200","0","","","","","","","N","00000796507600000","1","","RES","","000818802501200","","18","A11"
"00000199690000000","2019","161160.00","262500.00","0","0","423660.00","423660.00","2018","2017","361000.00",".00","558 TEXAS TAX PROTEST","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","423660","423660","423660","423660","423660","0","","","","","","","N","00000199690000000","1","","RES","","000209301200400","","16","A11"
